"Article","Datapoint","Amniotes","animal","Species","Common.Name","Parameters","Statistics","Estimate","df","df.1","SE","Type","Direction","Formula","Process","N","Maternal","Offspring","Fecundity","Reproduction","Propagule","Environment","Comments","Author","year","Data.Extraction","Phylum","Class","Order","Family","Genus","X","r","Zr","RU"
334,771,"Y","Psammodromus_algirus","Psammodromus_algirus","",NA,0.38,NA,NA,NA,NA,"r","+","",NA,41,"Length","Number","Clutch","it","Egg","Wild","","Carretero, M. & Llorente, G.","1997",2,"Chordata","Reptilia","Squamata","Lacertidae","Psammodromus",NA,0.38,0.400059650056057,"Single"
335,772,"Y","Podarcis_taurica","Podarcis_taurica","",NA,0.634,NA,NA,NA,NA,"r","+","",NA,108,"Length","Number","Clutch","it","Egg","Wild","Podarcis_taurica_ionica","Chrondropoulos, B. & Lykakis, J.","1983",2,"Chordata","Reptilia","Squamata","Lacertidae","Podarcis",NA,0.634,0.748076471009291,"Single"
336,773,"Y","Meroles_anchietae","Meroles_anchietae","",NA,0.12,NA,NA,NA,NA,"r","+","",NA,85,"Length","Number","Clutch","it","Egg","Wild","","Goldberg, S. & Robinson, M.","1979",2,"Chordata","Reptilia","Squamata","Lacertidae","Merole",NA,0.12,0.120581028408444,"Single"
337,774,"Y","Podarcis_erhardii","Podarcis_erhardii","",NA,0.557,NA,NA,NA,NA,"r","+","",NA,33,"Length","Number","Clutch","it","Egg","Wild","","Maragou, P., Chrondropoulos, B. & Valakos, E.","1999",2,"Chordata","Reptilia","Squamata","Lacertidae","Podarcis",NA,0.557,0.628473200894431,"Single"
337,775,"Y","Podarcis_peloponnesiaca","Podarcis_peloponnesiaca","",NA,0.625,NA,NA,NA,NA,"r","+","",NA,19,"Length","Number","Clutch","it","Egg","Wild","","Maragou, P., Chrondropoulos, B. & Valakos, E.","1999",2,"Chordata","Reptilia","Squamata","Lacertidae","Podarcis",NA,0.625,0.733168534396713,"Single"
337,776,"Y","Podarcis_taurica","Podarcis_taurica","",NA,0.506,NA,NA,NA,NA,"r","+","",NA,29,"Length","Number","Clutch","it","Egg","Wild","","Maragou, P., Chrondropoulos, B. & Valakos, E.","1999",2,"Chordata","Reptilia","Squamata","Lacertidae","Podarcis",NA,0.506,0.557338445585958,"Single"
338,777,"Y","Lacerta_schreiberi","Lacerta_schreiberi","",NA,0.79,NA,NA,NA,NA,"r","+","",NA,25,"Length","Number","Clutch","it","Egg","Wild","","Marco, V. & Martin, J.","1994",2,"Chordata","Reptilia","Squamata","Lacertidae","Lacerta",NA,0.79,1.07143168405867,"Single"
340,778,"Y","Timon_lepida","Timon_lepida","",NA,0.614,NA,NA,NA,NA,"r","+","",NA,79,"Length","Number","Clutch","it","Egg","Wild","3 pooled populations","Mateo, J. & Castanet, J.","1994",2,"Chordata","Reptilia","Squamata","Lacertidae","Timon",NA,0.614,0.715316739682532,"Single"
341,779,"N","Coenagrion_mercuriale","Coenagrion_mercuriale","",2,0.091,NA,NA,NA,NA,"r2","+","",NA,20,"Width","Number","Clutch","it","Egg","Wild","","Purse, B. & Thompson, D.","2003",2,"Arthropoda","Insecta","Odonata","Coenagrionidae","Coenagrion",NA,0.301662062579967,0.311347049949165,"Single"
342,780,"Y","Tropidurus_montanus","Tropidurus_montanus","",2,0.5,NA,NA,NA,NA,"r2","+","",NA,52,"Length","Number","Clutch","it","Egg","Wild","","Sluys, M., Mendes, H., Assis, V. & Kiefer, M.","2002",2,"Chordata","Reptilia","Squamata","Tropiduridae","Tropidurus",NA,0.692525693916618,0.852792829705978,"Single"
343,781,"Y","Sceloporus_pyrocephalus","Sceloporus_pyrocephalus","",NA,0.23,NA,NA,NA,NA,"r","+","",NA,53,"Length","Number","Clutch","it","Egg","Wild","","Ramirez-Bautista, A. & Olivera-Becerril, V.","2004",2,"Chordata","Reptilia","Squamata","Phrynosomatidae","Sceloporus",NA,0.23,0.234189466759367,"Single"
344,782,"Y","Sceloporus_melanorhinus","Sceloporus_melanorhinus","",NA,0.39,NA,NA,NA,NA,"r","+","",NA,12,"Length","Number","Clutch","it","Egg","Wild","","Ramirez-Bautista, A., Luja, V. H., Balderas-Valdivia, C. & Ortiz-Pulido, R.","2006",2,"Chordata","Reptilia","Squamata","Phrynosomatidae","Sceloporus",NA,0.39,0.41180003447869,"Single"
345,783,"Y","Sceloporus_spinosus","Sceloporus_spinosus","",NA,0.54,NA,NA,NA,NA,"r","+","",NA,12,"Length","Number","Clutch","it","Egg","Wild","","Ramirez-Bautista, A., Stephenson, B. P., Hernandez-Ibarra, X.,  Hernandez-Salinas, U.,  Cruz-Elizalde, R., Lozano, A. & Geoffrey, R.S.","2012",2,"Chordata","Reptilia","Squamata","Phrynosomatidae","Sceloporus",NA,0.54,0.604155602962267,"Single"
346,784,"N","Trachycephalus_venulosus","Trachycephalus_venulosus","",2,0.19,NA,NA,NA,NA,"r2","+","",NA,22,"Length","Number","Clutch","it","Egg","Wild","","Rodrigues, D. J., Uetanabaro, M. & Lopes, F. S.","2005",2,"Chordata","Amphibia","Anura","Hylidae","Trachycephalus",NA,0.323630718729331,0.335697291644163,"Single"
347,785,"N","Phyllomedusa_azurea","Phyllomedusa_azurea","",2,0.49,NA,NA,NA,NA,"r2","+","",NA,8,"Length","Number","Clutch","it","Egg","Wild","","Rodrigues, D. J., Uetanabaro, M. & Lopes, F. S.","2007",2,"Chordata","Amphibia","Anura","Hylidae","Phyllomedusa",NA,0.534789678284837,0.59682951256868,"Single"
348,786,"Y","Emydocephalus_ijimae","Emydocephalus_ijimae","",NA,0.355,NA,NA,NA,NA,"r","+","",NA,23,"Weight","Number","Clutch","it","Egg","Wild","","Masunaga, G., Matsuura, R., Yoshino, T. & Ota, H.","2003",2,"Chordata","Reptilia","Squamata","Elapidae","Emydocephalus",NA,0.355,0.371153208259014,"Single"
349,787,"Y","Xenodon_dorbignyi","Xenodon_dorbignyi","",2,0.09,NA,NA,NA,NA,"r2","+","",NA,50,"Length","Number","Clutch","it","Egg","Wild","","de Oliveira, R. B., Pontes, G. M. F., Maciel, A. P., Gomes, L. R. & Di-Bernardo, M.","2011",2,"Chordata","Reptilia","Squamata","Colubridae","Xenodon",NA,0.22644336100818,0.230437395819916,"Single"
350,788,"Y","Tropidonophis_mairii","Tropidonophis_mairii","",2,83.38,NA,1,749,NA,"F","+","",NA,830,"Length","Number","Clutch","it","Egg","Wild","","Brown, G. & Shine, R.","2007",2,"Chordata","Reptilia","Squamata","Colubridae","Tropidonophis",NA,0.316497385709367,0.327749756065435,"Single"
352,789,"Y","Chrysemys_picta","Chrysemys_picta","",2,6.81,0.722,167,NA,NA,"t","+","",NA,168,"Length","Number","Clutch","it","Egg","Wild","","Rollinson, N. & R. Brooks","2008",2,"Chordata","Reptilia","Testudines","Emydidae","Chrysemys",NA,0.466202099941876,0.505206714004426,"Single"
353,790,"N","Rana_temporaria","Rana_temporaria","",NA,7.35,NA,37,NA,NA,"t","+","",NA,39,"PCA","Number","Clutch","it","Egg","Captive","","Lardner, B. & Loman, J.","2003",2,"Chordata","Amphibia","Anura","Ranidae","Rana",NA,0.770394119845734,1.0212965964077,"Single"
354,791,"N","Plethodon_albagula","Plethodon_albagula","",NA,0.0766,NA,NA,NA,NA,"r","+","",NA,48,"Length","Number","Clutch","it","Egg","Wild","","Milanovich, J. R., Trauth, S. E., Saugey, D. A. & Jordan, R. R.","2006",2,"Chordata","Amphibia","Caudata","Plethodontidae","Plethodon",NA,0.0766,0.0767503480269842,"Single"
355,792,"N","Galaxias_anomalus","Galaxias_anomalus","",NA,0.639,NA,NA,NA,NA,"r","+","",NA,25,"Length","Number","Clutch","it","Egg","Wild","","Jones, P.","Unp",2,"Chordata","Actinopterygii","Osmeriformes","Galaxiidae","Galaxias",NA,0.639,0.756481810205474,"Single"
355,798,"N","Galaxias_D.","Galaxias_D.","",NA,0.664,NA,NA,NA,NA,"r","+","",NA,8,"Length","Number","Clutch","it","Egg","Wild","","Jones, P.","Unp",2,"Chordata","Actinopterygii","Osmeriformes","Galaxiidae","Galaxias",NA,0.664,0.799934230708975,"Single"
355,793,"N","Galaxias_depressiceps","Galaxias_depressiceps","",NA,0.781,NA,NA,NA,NA,"r","+","",NA,19,"Length","Number","Clutch","it","Egg","Wild","","Jones, P.","Unp",2,"Chordata","Actinopterygii","Osmeriformes","Galaxiidae","Galaxias",NA,0.781,1.04792927673658,"Single"
355,794,"N","Galaxias_eldoni","Galaxias_eldoni","",NA,0.937,NA,NA,NA,NA,"r","+","",NA,22,"Length","Number","Clutch","it","Egg","Wild","","Jones, P.","Unp",2,"Chordata","Actinopterygii","Osmeriformes","Galaxiidae","Galaxias",NA,0.937,1.71288046850773,"Single"
355,796,"N","Galaxias_gollumoides","Galaxias_gollumoides","",NA,0.647,NA,NA,NA,NA,"r","+","",NA,18,"Length","Number","Clutch","it","Egg","Wild","","Jones, P.","Unp",2,"Chordata","Actinopterygii","Osmeriformes","Galaxiidae","Galaxias",NA,0.647,0.770121336622172,"Single"
355,795,"N","Galaxias_pullus","Galaxias_pullus","",NA,0.814,NA,NA,NA,NA,"r","+","",NA,17,"Length","Number","Clutch","it","Egg","Wild","","Jones, P.","Unp",2,"Chordata","Actinopterygii","Osmeriformes","Galaxiidae","Galaxias",NA,0.814,1.13877147848094,"Single"
355,797,"N","Galaxias_southern","Galaxias_southern","",NA,0.862,NA,NA,NA,NA,"r","+","",NA,20,"Length","Number","Clutch","it","Egg","Wild","","Jones, P.","Unp",2,"Chordata","Actinopterygii","Osmeriformes","Galaxiidae","Galaxias",NA,0.862,1.3010763863399,"Single"
355,799,"N","Galaxias_vulgaris","Galaxias_vulgaris","",NA,0.459,NA,NA,NA,NA,"r","+","",NA,15,"Length","Number","Clutch","it","Egg","Wild","","Jones, P.","Unp",2,"Chordata","Actinopterygii","Osmeriformes","Galaxiidae","Galaxias",NA,0.459,0.496043634838152,"Single"
355,800,"N","Rana_temporaria","Rana_temporaria","",NA,0.496,NA,NA,NA,NA,"r","+","",NA,290,"Length","Number","Clutch","it","Egg","Captive","","Lyapkov, S. M., Kornilova, M. B. & Severtsov, A. S.","2002",2,"Chordata","Amphibia","Anura","Ranidae","Rana",NA,0.496,0.543986945231527,"Single"
356,801,"Y","Crocodylus_moreletii","Crocodylus_moreletii","",2,0.112,NA,NA,NA,NA,"r2","+","",NA,191,"Length","Number","Clutch","it","Egg","Wild","","Casas-Andreu, G., Barrios-Quiroz, G. & Macip-Rios, R.","2011",2,"Chordata","Reptilia","Crocodilia","Crocodylidae","Crocodylus",NA,0.320239272247115,0.331913700355018,"Single"
357,802,"Y","Gallotia_caesaris","Gallotia_caesaris","",NA,0.56,NA,NA,NA,NA,"r","+","",NA,15,"Length","Number","Clutch","it","Egg","Wild","","Garcia-Marquez, M., Lopez-Jurado, L.F & Mateo, J.A.","1999",2,"Chordata","Reptilia","Squamata","Lacertidae","Gallotia",NA,0.56,0.632833186665638,"Single"
358,803,"Y","Ctenophorus_pictus","Ctenophorus_pictus","",2,0.27,NA,NA,NA,NA,"r2","+","",NA,45,"Length","Number","Clutch","it","Egg","Wild","","Niejalke, D. P.","2006",2,"Chordata","Reptilia","Squamata","Agamidae","Ctenophorus",NA,0.485013500057571,0.529519227763603,"Single"
358,804,"Y","Ctenophorus_pictus","Ctenophorus_pictus","",2,0.65,NA,NA,NA,NA,"r2","+","",NA,45,"Length","Number","Clutch","it","Egg","Wild","","Niejalke, D. P.","2006",2,"Chordata","Reptilia","Squamata","Agamidae","Ctenophorus",NA,0.795822425754221,1.08711414734925,"Single"
359,805,"Y","Podocnemis_expansa","Podocnemis_expansa","",2,0.3,NA,NA,NA,NA,"r2","+","",NA,14,"Width","Number","Clutch","it","Egg","Wild","","Bonach, K., Pina, C. I. & Verdade, L. M.","2006",2,"Chordata","Reptilia","Testudines","Podocnemididae","Podocnemis",NA,0.415604707296817,0.442367224422935,"Single"
360,807,"N","Arctosa_fulvolineata","Arctosa_fulvolineata","",NA,55.2,NA,1,39,NA,"F","+","",NA,30,"Mass","Number","Clutch","it","Egg","Wild","","Puzin, C., Acou, A., Bonte, D. and Petillon, J.","2011",2,"Arthropoda","Arachnida","Araneae","Lycosidae","Arctosa",NA,0.765498047774452,1.00936209834848,"Single"
360,806,"N","Pardosa_purbeckensis","Pardosa_purbeckensis","",NA,55.7,NA,1,57,NA,"F","+","",NA,30,"Mass","Number","Clutch","it","Egg","Wild","","Puzin, C., Acou, A., Bonte, D. and Petillon, J.","2011",2,"Arthropoda","Arachnida","Araneae","Lycosidae","Pardosa",NA,0.703016696529275,0.873240282424385,"Single"
361,808,"Y","Ctenophorus_fordi","Ctenophorus_fordi","",NA,6.56,NA,NA,NA,NA,"x2","+","",NA,178,"Length","Number","Clutch","it","Egg","Captive","","Uller, T. & Olsson, M.","2009",2,"Chordata","Reptilia","Squamata","Agamidae","Ctenophorus",NA,0.191973780981335,0.194385672143601,"Single"
