"study.id"	"effect.size.id"	"species"	"species.id"	"subphylum"	"phylum"	"assortment.trait"	"trait.dimensions"	"field.collection"	"publication.year"	"pooled.data"	"spatially.pooled.data"	"temporally.pooled.data"	"ri"	"ni"
"Michiels et al. 2001"	1018	"Lumbricus terrestris"	"Lumbricus_terrestris_ott316441"	"Annelida"	"Lophotrochozoa"	"weight"	"uni"	"yes"	2001	"no"	"no"	"no"	-0.01	102
"Miller et al. 2010"	1019	"Macrotis lagotis"	"Macrotis_lagotis_ott940704"	"Mammalia"	"Chordata"	"weight"	"uni"	"yes"	2010	"yes"	"no"	"yes"	0.055	20
"Miyashita 1994"	1020	"Nephila clavata"	"Nephila_clavata_ott997305"	"Chelicerata"	"Arthropoda"	"body length"	"uni"	"yes"	1994	"no"	"no"	"no"	0.402	10
"Miyashita 1994"	1021	"Nephila clavata"	"Nephila_clavata_ott997305"	"Chelicerata"	"Arthropoda"	"body length"	"uni"	"yes"	1994	"no"	"no"	"no"	-0.094	8
"Miyashita 1994"	1022	"Nephila clavata"	"Nephila_clavata_ott997305"	"Chelicerata"	"Arthropoda"	"body length"	"uni"	"yes"	1994	"no"	"no"	"no"	0.71	8
"Miyashita 1994"	1023	"Nephila clavata"	"Nephila_clavata_ott997305"	"Chelicerata"	"Arthropoda"	"body length"	"uni"	"yes"	1994	"no"	"no"	"no"	0.181	9
"Miyashita 1994"	1024	"Nephila clavata"	"Nephila_clavata_ott997305"	"Chelicerata"	"Arthropoda"	"body length"	"uni"	"yes"	1994	"no"	"no"	"no"	-0.194	11
"Miyashita 1994"	1025	"Nephila clavata"	"Nephila_clavata_ott997305"	"Chelicerata"	"Arthropoda"	"body length"	"uni"	"yes"	1994	"no"	"no"	"no"	-0.225	15
"Miyashita 1994"	1026	"Nephila clavata"	"Nephila_clavata_ott997305"	"Chelicerata"	"Arthropoda"	"body length"	"uni"	"yes"	1994	"no"	"no"	"no"	0.054	9
"Miyashita 1994"	1027	"Nephila clavata"	"Nephila_clavata_ott997305"	"Chelicerata"	"Arthropoda"	"body length"	"uni"	"yes"	1994	"no"	"no"	"no"	-0.137	13
"Mobley et al. 2014"	1028	"Syngnathus floridae"	"Syngnathus_floridae_ott774435"	"Teleostei"	"Chordata"	"body length"	"uni"	"yes"	2014	"no"	"no"	"no"	-0.128	21
"Mobley et al. 2014"	1029	"Syngnathus floridae"	"Syngnathus_floridae_ott774435"	"Teleostei"	"Chordata"	"body length"	"uni"	"yes"	2014	"no"	"no"	"no"	0.275	28
"Mobley et al. 2014"	1030	"Syngnathus typhle"	"Syngnathus_typhle_ott251396"	"Teleostei"	"Chordata"	"body length"	"uni"	"yes"	2014	"no"	"no"	"no"	-0.221	18
"Mobley et al. 2014"	1031	"Syngnathus typhle"	"Syngnathus_typhle_ott251396"	"Teleostei"	"Chordata"	"body length"	"uni"	"yes"	2014	"no"	"no"	"no"	-0.052	28
"Monroy et al. 2005"	1032	"Eisenia fetida"	"Eisenia_fetida_ott316451"	"Annelida"	"Lophotrochozoa"	"weight"	"uni"	"yes"	2005	"no"	"no"	"no"	0.2	104
"Moreno-Rueda 2005"	1033	"Passer domesticus"	"Passer_domesticus_bactrianus_ott320920"	"Aves"	"Chordata"	"tail length"	"uni"	"yes"	2005	"no"	"no"	"no"	0.77	12
"Moreno-Rueda 2005"	1034	"Passer domesticus"	"Passer_domesticus_bactrianus_ott320920"	"Aves"	"Chordata"	"wing length"	"uni"	"yes"	2005	"no"	"no"	"no"	0.61	12
"Moreno-Rueda 2005"	1035	"Passer domesticus"	"Passer_domesticus_bactrianus_ott320920"	"Aves"	"Chordata"	"tarsus length"	"uni"	"yes"	2005	"no"	"no"	"no"	0.21	12
"Moreno-Rueda 2005"	1036	"Passer domesticus"	"Passer_domesticus_bactrianus_ott320920"	"Aves"	"Chordata"	"weight"	"uni"	"yes"	2005	"no"	"no"	"no"	-0.29	12
"Morley and Balshine 2003"	1037	"Eretmodus cyanostictus"	"Eretmodus_cyanostictus_ott102583"	"Teleostei"	"Chordata"	"standard length"	"uni"	"yes"	2003	"yes"	"yes"	"yes"	0.596	63
"Morrison et al. 2014"	1038	"Sialia currucoides"	"Sialia_currucoides_ott431648"	"Aves"	"Chordata"	"tarsus length"	"uni"	"yes"	2014	"yes"	"no"	"yes"	0.52	52
"Morrison et al. 2014"	1039	"Sialia currucoides"	"Sialia_currucoides_ott431648"	"Aves"	"Chordata"	"weight"	"uni"	"yes"	2014	"yes"	"no"	"yes"	0.33	25
"Morrison et al. 2014"	1040	"Sialia currucoides"	"Sialia_currucoides_ott431648"	"Aves"	"Chordata"	"wing length"	"uni"	"yes"	2014	"yes"	"no"	"yes"	0.13	54
"Morrison et al. 2014"	1041	"Sialia currucoides"	"Sialia_currucoides_ott431648"	"Aves"	"Chordata"	"tail length"	"uni"	"yes"	2014	"yes"	"no"	"yes"	-0.05	53
"Moura and Gonzaga 2017"	1042	"Manogea porracea"	"Manogea_porracea_ott3571931"	"Chelicerata"	"Arthropoda"	"carapace width"	"uni"	"yes"	2017	"no"	"no"	"no"	0.538	20
"Moura and Gonzaga 2017"	1043	"Manogea porracea"	"Manogea_porracea_ott3571931"	"Chelicerata"	"Arthropoda"	"carapace width"	"uni"	"yes"	2017	"no"	"no"	"no"	-0.054	20
"Mueller & Malina 1976"	1044	"Homo sapiens"	"Homo_sapiens_ott770315"	"Mammalia"	"Chordata"	"body height"	"uni"	"yes"	1976	"yes"	"no"	"yes"	0.34	384
"Mueller & Malina 1976"	1045	"Homo sapiens"	"Homo_sapiens_ott770315"	"Mammalia"	"Chordata"	"weight"	"uni"	"yes"	1976	"yes"	"no"	"yes"	0.23	418
"Mueller & Malina 1976"	1046	"Homo sapiens"	"Homo_sapiens_ott770315"	"Mammalia"	"Chordata"	"weight"	"uni"	"yes"	1976	"yes"	"no"	"yes"	0.17	381
"Mueller & Malina 1976"	1047	"Homo sapiens"	"Homo_sapiens_ott770315"	"Mammalia"	"Chordata"	"body height"	"uni"	"yes"	1976	"yes"	"no"	"yes"	0.06	422
"Mueller 1975"	1048	"Homo sapiens"	"Homo_sapiens_ott770315"	"Mammalia"	"Chordata"	"body height"	"uni"	"yes"	1975	"yes"	"no"	"yes"	0.63	333
"Mueller 1975"	1049	"Homo sapiens"	"Homo_sapiens_ott770315"	"Mammalia"	"Chordata"	"weight"	"uni"	"yes"	1975	"yes"	"no"	"yes"	0.21	333
"Mukhopadhyay 2003"	1050	"Homo sapiens"	"Homo_sapiens_ott770315"	"Mammalia"	"Chordata"	"body height"	"uni"	"yes"	2003	"yes"	"no"	"yes"	0.38	1422
"Murphy 2008"	1051	"Eumomota superciliosa"	"Eumomota_superciliosa_ott1079770"	"Aves"	"Chordata"	"flag area"	"tri"	"yes"	2008	"yes"	"no"	"yes"	0.332	56
"Murphy 2008"	1052	"Eumomota superciliosa"	"Eumomota_superciliosa_ott1079770"	"Aves"	"Chordata"	"PC1"	"dimensionless"	"yes"	2008	"yes"	"no"	"yes"	0.245	59
"Nagata 1986"	1053	"Locustella ochotensis"	"Locustella_ochotensis_ott326781"	"Aves"	"Chordata"	"wing length"	"uni"	"yes"	1986	"no"	"no"	"no"	0.47	12
"Nagata 1986"	1054	"Locustella ochotensis"	"Locustella_ochotensis_ott326781"	"Aves"	"Chordata"	"tail length"	"uni"	"yes"	1986	"no"	"no"	"no"	0.29	12
"Nagata 1986"	1055	"Locustella ochotensis"	"Locustella_ochotensis_ott326781"	"Aves"	"Chordata"	"weight"	"uni"	"yes"	1986	"no"	"no"	"no"	0.29	7
"Nagata 1986"	1056	"Locustella ochotensis"	"Locustella_ochotensis_ott326781"	"Aves"	"Chordata"	"tarsus length"	"uni"	"yes"	1986	"no"	"no"	"no"	0.05	12
"Nagata 1986"	1057	"Locustella ochotensis"	"Locustella_ochotensis_ott326781"	"Aves"	"Chordata"	"culmen"	"uni"	"yes"	1986	"no"	"no"	"no"	-0.25	12
"Nagoshi & Johnson 1987"	1058	"Homo sapiens"	"Homo_sapiens_ott770315"	"Mammalia"	"Chordata"	"body height"	"uni"	"yes"	1987	"yes"	"no"	"yes"	0.22	870
"Nagoshi & Johnson 1987"	1059	"Homo sapiens"	"Homo_sapiens_ott770315"	"Mammalia"	"Chordata"	"body height"	"uni"	"yes"	1987	"yes"	"no"	"yes"	0.15	310
"Nakayama and Wada 2015"	1060	"Ilyograpsus nodulosus"	"Ilyograpsus_nodulosus_ott4666517"	"Crustacea"	"Arthropoda"	"carapace width"	"uni"	"no"	2015	"yes"	"no"	"yes"	0.02	76
"Nanami 2015"	1061	"Siganus unimaculatus"	"Siganus_unimaculatus_ott190873"	"Teleostei"	"Chordata"	"fork length"	"uni"	"yes"	2015	"no"	"no"	"no"	0.85	32
"Nance et al. 1980"	1062	"Homo sapiens"	"Homo_sapiens_ott770315"	"Mammalia"	"Chordata"	"body height"	"uni"	"yes"	1980	"yes"	"yes"	"yes"	0.24	119
"Nava et al. 2014"	1063	"Calonectris borealis"	"Calonectris_borealis_ott3595600"	"Aves"	"Chordata"	"wing length"	"uni"	"yes"	2014	"no"	"no"	"no"	0.273	23
"Nava et al. 2014"	1064	"Calonectris borealis"	"Calonectris_borealis_ott3595600"	"Aves"	"Chordata"	"weight"	"uni"	"yes"	2014	"no"	"no"	"no"	0.27	23
"Nava et al. 2014"	1065	"Calonectris borealis"	"Calonectris_borealis_ott3595600"	"Aves"	"Chordata"	"tarsus length"	"uni"	"yes"	2014	"no"	"no"	"no"	0.055	23
"Nava et al. 2014"	1066	"Calonectris borealis"	"Calonectris_borealis_ott3595600"	"Aves"	"Chordata"	"bill length"	"uni"	"yes"	2014	"no"	"no"	"no"	-0.447	23
"Nava et al. 2014"	1067	"Calonectris borealis"	"Calonectris_borealis_ott3595600"	"Aves"	"Chordata"	"nostril height"	"uni"	"yes"	2014	"no"	"no"	"no"	-0.58	23
"Nava et al. 2017"	1068	"Hydrobates monteiroi"	"Hydrobates_melitensis_ott3595637"	"Aves"	"Chordata"	"wing length"	"uni"	"yes"	2017	"yes"	"no"	"yes"	0.11	43
"Nava et al. 2017"	1069	"Hydrobates monteiroi"	"Hydrobates_melitensis_ott3595637"	"Aves"	"Chordata"	"tarsus length"	"uni"	"yes"	2017	"yes"	"no"	"yes"	0.13	43
"Nava et al. 2017"	1070	"Hydrobates monteiroi"	"Hydrobates_melitensis_ott3595637"	"Aves"	"Chordata"	"culmen"	"uni"	"yes"	2017	"yes"	"no"	"yes"	0.14	43
"Ng and Williams 2012"	1071	"Littoraria ardouiniana"	"Littoraria_ardouiniana_ott343155"	"Gastropoda"	"Lophotrochozoa"	"shell length"	"uni"	"yes"	2012	"yes"	"no"	"yes"	0.536	286
"Ng and Williams 2012"	1072	"Littoraria melanostoma"	"Littoraria_melanostoma_ott867812"	"Gastropoda"	"Lophotrochozoa"	"shell length"	"uni"	"yes"	2012	"yes"	"no"	"yes"	0.423	184
"Ng and Williams 2014"	1073	"Littoraria ardouiniana"	"Littoraria_ardouiniana_ott343155"	"Gastropoda"	"Lophotrochozoa"	"shell length"	"uni"	"yes"	2014	"yes"	"no"	"yes"	0.54	286
"Nicolaeff 1931"	1074	"Homo sapiens"	"Homo_sapiens_ott770315"	"Mammalia"	"Chordata"	"sitting height"	"uni"	"yes"	1931	"yes"	"yes"	"yes"	0.3	140
"Nicolaeff 1931"	1075	"Homo sapiens"	"Homo_sapiens_ott770315"	"Mammalia"	"Chordata"	"body height"	"uni"	"yes"	1931	"yes"	"yes"	"yes"	0.27	148
"Nicolaeff 1931"	1076	"Homo sapiens"	"Homo_sapiens_ott770315"	"Mammalia"	"Chordata"	"body height"	"uni"	"yes"	1931	"yes"	"yes"	"yes"	0.25	112
"Nicolaeff 1931"	1077	"Homo sapiens"	"Homo_sapiens_ott770315"	"Mammalia"	"Chordata"	"head circumference"	"uni"	"yes"	1931	"yes"	"yes"	"yes"	0.24	68
"Nicolaeff 1931"	1078	"Homo sapiens"	"Homo_sapiens_ott770315"	"Mammalia"	"Chordata"	"head circumference"	"uni"	"yes"	1931	"yes"	"yes"	"yes"	0.24	179
"Nicolaeff 1931"	1079	"Homo sapiens"	"Homo_sapiens_ott770315"	"Mammalia"	"Chordata"	"body height"	"uni"	"yes"	1931	"yes"	"yes"	"yes"	0.23	192
"Nicolaeff 1931"	1080	"Homo sapiens"	"Homo_sapiens_ott770315"	"Mammalia"	"Chordata"	"sitting height"	"uni"	"yes"	1931	"yes"	"yes"	"yes"	0.21	170
"Nicolaeff 1931"	1081	"Homo sapiens"	"Homo_sapiens_ott770315"	"Mammalia"	"Chordata"	"head circumference"	"uni"	"yes"	1931	"yes"	"yes"	"yes"	0.19	110
"Nicolaeff 1931"	1082	"Homo sapiens"	"Homo_sapiens_ott770315"	"Mammalia"	"Chordata"	"chest circumference"	"uni"	"yes"	1931	"yes"	"yes"	"yes"	0.17	146
"Nicolaeff 1931"	1083	"Homo sapiens"	"Homo_sapiens_ott770315"	"Mammalia"	"Chordata"	"relative sitting height"	"uni"	"yes"	1931	"yes"	"yes"	"yes"	0.15	140
"Nicolaeff 1931"	1084	"Homo sapiens"	"Homo_sapiens_ott770315"	"Mammalia"	"Chordata"	"body height"	"uni"	"yes"	1931	"yes"	"yes"	"yes"	0.14	177
"Nicolaeff 1931"	1085	"Homo sapiens"	"Homo_sapiens_ott770315"	"Mammalia"	"Chordata"	"relative sitting height"	"uni"	"yes"	1931	"yes"	"yes"	"yes"	0.14	71
"Nicolaeff 1931"	1086	"Homo sapiens"	"Homo_sapiens_ott770315"	"Mammalia"	"Chordata"	"sitting height"	"uni"	"yes"	1931	"yes"	"yes"	"yes"	0.12	73
"Nicolaeff 1931"	1087	"Homo sapiens"	"Homo_sapiens_ott770315"	"Mammalia"	"Chordata"	"sitting height"	"uni"	"yes"	1931	"yes"	"yes"	"yes"	0.12	71
"Nicolaeff 1931"	1088	"Homo sapiens"	"Homo_sapiens_ott770315"	"Mammalia"	"Chordata"	"body height"	"uni"	"yes"	1931	"yes"	"yes"	"yes"	0.09	84
"Nicolaeff 1931"	1089	"Homo sapiens"	"Homo_sapiens_ott770315"	"Mammalia"	"Chordata"	"chest circumference"	"uni"	"yes"	1931	"yes"	"yes"	"yes"	0.09	177
"Nicolaeff 1931"	1090	"Homo sapiens"	"Homo_sapiens_ott770315"	"Mammalia"	"Chordata"	"chest circumference"	"uni"	"yes"	1931	"yes"	"yes"	"yes"	0.08	109
"Nicolaeff 1931"	1091	"Homo sapiens"	"Homo_sapiens_ott770315"	"Mammalia"	"Chordata"	"relative sitting height"	"uni"	"yes"	1931	"yes"	"yes"	"yes"	0.08	173
"Nicolaeff 1931"	1092	"Homo sapiens"	"Homo_sapiens_ott770315"	"Mammalia"	"Chordata"	"body height"	"uni"	"yes"	1931	"yes"	"yes"	"yes"	0.07	80
"Nicolaeff 1931"	1093	"Homo sapiens"	"Homo_sapiens_ott770315"	"Mammalia"	"Chordata"	"relative sitting height"	"uni"	"yes"	1931	"yes"	"yes"	"yes"	0.05	73
"Nicolaeff 1931"	1094	"Homo sapiens"	"Homo_sapiens_ott770315"	"Mammalia"	"Chordata"	"head circumference"	"uni"	"yes"	1931	"yes"	"yes"	"yes"	0.03	168
"Nicolaeff 1931"	1095	"Homo sapiens"	"Homo_sapiens_ott770315"	"Mammalia"	"Chordata"	"head circumference"	"uni"	"yes"	1931	"yes"	"yes"	"yes"	0.01	77
"Nicolaeff 1931"	1096	"Homo sapiens"	"Homo_sapiens_ott770315"	"Mammalia"	"Chordata"	"head circumference"	"uni"	"yes"	1931	"yes"	"yes"	"yes"	-0.02	148
"Nisbet et al. 2007"	1097	"Sterna hirundo"	"Sterna_hirundo_hirundo_ott5560401"	"Aves"	"Chordata"	"weight"	"uni"	"yes"	2007	"no"	"no"	"no"	0.151	28
"Nisbet et al. 2007"	1098	"Sterna hirundo"	"Sterna_hirundo_hirundo_ott5560401"	"Aves"	"Chordata"	"wing length"	"uni"	"yes"	2007	"no"	"no"	"no"	0.024	94
"Nisbet et al. 2007"	1099	"Sterna hirundo"	"Sterna_hirundo_hirundo_ott5560401"	"Aves"	"Chordata"	"bill depth"	"uni"	"yes"	2007	"no"	"no"	"no"	-0.022	94
"Nisbet et al. 2007"	1100	"Sterna hirundo"	"Sterna_hirundo_hirundo_ott5560401"	"Aves"	"Chordata"	"head length"	"uni"	"yes"	2007	"no"	"no"	"no"	-0.075	95
"Nisbet et al. 2007"	1101	"Sterna hirundo"	"Sterna_hirundo_hirundo_ott5560401"	"Aves"	"Chordata"	"culmen"	"uni"	"yes"	2007	"no"	"no"	"no"	-0.146	95
"Nisbet et al. 2007"	1102	"Sterna hirundo"	"Sterna_hirundo_hirundo_ott5560401"	"Aves"	"Chordata"	"tarsus length"	"uni"	"yes"	2007	"no"	"no"	"no"	-0.287	94
"Ohbayashi-Hodoki et al. 2004"	1103	"Physa acuta"	"Physella_acuta_ott55904"	"Gastropoda"	"Lophotrochozoa"	"weight"	"uni"	"yes"	2004	"no"	"no"	"no"	-0.02	46
"Ohbayashi-Hodoki et al. 2004"	1104	"Physa acuta"	"Physella_acuta_ott55904"	"Gastropoda"	"Lophotrochozoa"	"weight"	"uni"	"yes"	2004	"no"	"no"	"no"	0.15	30
"Ohbayashi-Hodoki et al. 2004"	1105	"Physa acuta"	"Physella_acuta_ott55904"	"Gastropoda"	"Lophotrochozoa"	"weight"	"uni"	"yes"	2004	"no"	"no"	"no"	0.18	49
"Okada 1988"	1106	"Homo sapiens"	"Homo_sapiens_ott770315"	"Mammalia"	"Chordata"	"body height"	"uni"	"yes"	1988	"no"	"no"	"no"	0.384	50
"Okada 1988"	1107	"Homo sapiens"	"Homo_sapiens_ott770315"	"Mammalia"	"Chordata"	"head breadth"	"uni"	"yes"	1988	"no"	"no"	"no"	0.369	50
"Okada 1988"	1108	"Homo sapiens"	"Homo_sapiens_ott770315"	"Mammalia"	"Chordata"	"sitting height"	"uni"	"yes"	1988	"no"	"no"	"no"	0.368	50
"Okada 1988"	1109	"Homo sapiens"	"Homo_sapiens_ott770315"	"Mammalia"	"Chordata"	"upper limb length"	"uni"	"yes"	1988	"no"	"no"	"no"	0.351	50
"Okada 1988"	1110	"Homo sapiens"	"Homo_sapiens_ott770315"	"Mammalia"	"Chordata"	"head length"	"uni"	"yes"	1988	"no"	"no"	"no"	0.263	50
"Okada 1988"	1111	"Homo sapiens"	"Homo_sapiens_ott770315"	"Mammalia"	"Chordata"	"Iliospinal height"	"uni"	"yes"	1988	"no"	"no"	"no"	0.256	50
"Okada 1988"	1112	"Homo sapiens"	"Homo_sapiens_ott770315"	"Mammalia"	"Chordata"	"head girth"	"uni"	"yes"	1988	"no"	"no"	"no"	0.246	50
"Okada 1988"	1113	"Homo sapiens"	"Homo_sapiens_ott770315"	"Mammalia"	"Chordata"	"maximum hip breadth"	"uni"	"yes"	1988	"no"	"no"	"no"	0.236	50
"Okada 1988"	1114	"Homo sapiens"	"Homo_sapiens_ott770315"	"Mammalia"	"Chordata"	"foot length"	"uni"	"yes"	1988	"no"	"no"	"no"	0.16	50
"Okada 1988"	1115	"Homo sapiens"	"Homo_sapiens_ott770315"	"Mammalia"	"Chordata"	"hip girth"	"uni"	"yes"	1988	"no"	"no"	"no"	0.142	50
"Okada 1988"	1116	"Homo sapiens"	"Homo_sapiens_ott770315"	"Mammalia"	"Chordata"	"hand length"	"uni"	"yes"	1988	"no"	"no"	"no"	0.117	50
"Okada 1988"	1117	"Homo sapiens"	"Homo_sapiens_ott770315"	"Mammalia"	"Chordata"	"weight"	"uni"	"yes"	1988	"no"	"no"	"no"	0.106	50
"Okada 1988"	1118	"Homo sapiens"	"Homo_sapiens_ott770315"	"Mammalia"	"Chordata"	"relative iliospinal height"	"uni"	"yes"	1988	"no"	"no"	"no"	0.086	50
"Okada 1988"	1119	"Homo sapiens"	"Homo_sapiens_ott770315"	"Mammalia"	"Chordata"	"biacromial breadth"	"uni"	"yes"	1988	"no"	"no"	"no"	0.06	50
"Okada 1988"	1120	"Homo sapiens"	"Homo_sapiens_ott770315"	"Mammalia"	"Chordata"	"bust girth"	"uni"	"yes"	1988	"no"	"no"	"no"	0.057	50
"Okada 1988"	1121	"Homo sapiens"	"Homo_sapiens_ott770315"	"Mammalia"	"Chordata"	"total head length"	"uni"	"yes"	1988	"no"	"no"	"no"	0.057	50
"Okada 1988"	1122	"Homo sapiens"	"Homo_sapiens_ott770315"	"Mammalia"	"Chordata"	"relative sitting height"	"uni"	"yes"	1988	"no"	"no"	"no"	0.048	50
"Okada 1988"	1123	"Homo sapiens"	"Homo_sapiens_ott770315"	"Mammalia"	"Chordata"	"foot breadth"	"uni"	"yes"	1988	"no"	"no"	"no"	0.026	50
"Olsen et al. 1998"	1124	"Falco cenchroides"	"Falco_cenchroides_cenchroides_ott432111"	"Aves"	"Chordata"	"wing length"	"uni"	"yes"	1998	"yes"	"yes"	"no"	0.363	41
"Olsen et al. 1998"	1125	"Falco berigora"	"Falco_berigora_ott877343"	"Aves"	"Chordata"	"wing length"	"uni"	"yes"	1998	"no"	"no"	"no"	0.607	18
"Olsen et al. 1998"	1126	"Falco peregrinus"	"Falco_peregrinus_japonensis_ott773044"	"Aves"	"Chordata"	"wing length"	"uni"	"yes"	1998	"no"	"no"	"no"	0.58	10
"Olson et al. 1986"	1127	"Anaxyrus boreas"	"Anaxyrus_boreas_boreas_ott205884"	"Amphibia"	"Chordata"	"dorsal length"	"uni"	"yes"	1986	"no"	"no"	"no"	0.57	4
"Olson et al. 1986"	1128	"Anaxyrus boreas"	"Anaxyrus_boreas_boreas_ott205884"	"Amphibia"	"Chordata"	"dorsal length"	"uni"	"yes"	1986	"no"	"no"	"no"	0.14	37
"Olson et al. 1986"	1129	"Anaxyrus boreas"	"Anaxyrus_boreas_boreas_ott205884"	"Amphibia"	"Chordata"	"dorsal length"	"uni"	"yes"	1986	"no"	"no"	"no"	0.39	28
"Olson et al. 1986"	1130	"Anaxyrus boreas"	"Anaxyrus_boreas_boreas_ott205884"	"Amphibia"	"Chordata"	"dorsal length"	"uni"	"yes"	1986	"no"	"no"	"no"	0.25	18
"Olson et al. 1986"	1131	"Anaxyrus boreas"	"Anaxyrus_boreas_boreas_ott205884"	"Amphibia"	"Chordata"	"dorsal length"	"uni"	"yes"	1986	"no"	"no"	"no"	0.46	38
"Olson et al. 1986"	1132	"Anaxyrus boreas"	"Anaxyrus_boreas_boreas_ott205884"	"Amphibia"	"Chordata"	"dorsal length"	"uni"	"yes"	1986	"no"	"no"	"no"	-0.15	16
"Olson et al. 1986"	1133	"Anaxyrus boreas"	"Anaxyrus_boreas_boreas_ott205884"	"Amphibia"	"Chordata"	"dorsal length"	"uni"	"yes"	1986	"no"	"no"	"no"	0.49	44
"Olson et al. 1986"	1134	"Anaxyrus boreas"	"Anaxyrus_boreas_boreas_ott205884"	"Amphibia"	"Chordata"	"dorsal length"	"uni"	"yes"	1986	"no"	"no"	"no"	-0.32	15
"Olson et al. 1986"	1135	"Anaxyrus boreas"	"Anaxyrus_boreas_boreas_ott205884"	"Amphibia"	"Chordata"	"dorsal length"	"uni"	"yes"	1986	"no"	"no"	"no"	0.11	10
"Olson et al. 1986"	1136	"Anaxyrus boreas"	"Anaxyrus_boreas_boreas_ott205884"	"Amphibia"	"Chordata"	"dorsal length"	"uni"	"yes"	1986	"no"	"no"	"no"	0.34	14
"Olson et al. 1986"	1137	"Anaxyrus boreas"	"Anaxyrus_boreas_boreas_ott205884"	"Amphibia"	"Chordata"	"dorsal length"	"uni"	"yes"	1986	"no"	"no"	"no"	0.64	13
"Olson et al. 1986"	1138	"Anaxyrus boreas"	"Anaxyrus_boreas_boreas_ott205884"	"Amphibia"	"Chordata"	"dorsal length"	"uni"	"yes"	1986	"no"	"no"	"no"	0.48	12
"Olson et al. 1986"	1139	"Anaxyrus boreas"	"Anaxyrus_boreas_boreas_ott205884"	"Amphibia"	"Chordata"	"dorsal length"	"uni"	"yes"	1986	"no"	"no"	"no"	0.13	21
"Olsson 1993"	1140	"Lacerta agilis"	"Lacerta_agilis_agilis_ott188787"	"Squamata"	"Chordata"	"snout-vent length"	"uni"	"yes"	1993	"yes"	"no"	"yes"	0.37	214
"Otronen 1984"	1141	"Dryomyza anilis"	"Dryomyza_anilis_ott130145"	"Insecta"	"Arthropoda"	"wing length"	"uni"	"yes"	1984	"no"	"no"	"no"	0.085	57
"Otronen 1993"	1142	"Scathophaga stercoraria"	"Scathophaga_stercoraria_ott557400"	"Insecta"	"Arthropoda"	"standard length"	"uni"	"yes"	1993	"no"	"no"	"no"	0.252	170
"Otronen 1993"	1143	"Scathophaga stercoraria"	"Scathophaga_stercoraria_ott557400"	"Insecta"	"Arthropoda"	"standard length"	"uni"	"yes"	1993	"no"	"no"	"no"	0.171	226
"Otronen 1993"	1144	"Scathophaga stercoraria"	"Scathophaga_stercoraria_ott557400"	"Insecta"	"Arthropoda"	"standard length"	"uni"	"yes"	1993	"no"	"no"	"no"	0.144	163
"Otronen 1993"	1145	"Scathophaga stercoraria"	"Scathophaga_stercoraria_ott557400"	"Insecta"	"Arthropoda"	"standard length"	"uni"	"yes"	1993	"no"	"no"	"no"	0.013	78
"Pack et al. 2012"	1146	"Megaptera novaeangliae"	"Megaptera_novaeangliae_ott226198"	"Mammalia"	"Chordata"	"body length"	"uni"	"yes"	2012	"no"	"no"	"no"	0.45	67
"Pal et al. 2006"	1147	"Siphonaria capensis"	"Siphonaria_capensis_ott20369"	"Gastropoda"	"Lophotrochozoa"	"shell length"	"uni"	"yes"	2006	"no"	"no"	"no"	0.75	17
"Pal et al. 2006"	1148	"Siphonaria capensis"	"Siphonaria_capensis_ott20369"	"Gastropoda"	"Lophotrochozoa"	"shell length"	"uni"	"yes"	2006	"no"	"no"	"no"	0.79	15
"Pal et al. 2006"	1149	"Siphonaria capensis"	"Siphonaria_capensis_ott20369"	"Gastropoda"	"Lophotrochozoa"	"shell length"	"uni"	"yes"	2006	"no"	"no"	"no"	0.5	32
"Partridge et al. 1987"	1150	"Drosophila pseudoobscura"	"Drosophila_pseudoobscura_pseudoobscura_ott820906"	"Insecta"	"Arthropoda"	"wing length"	"uni"	"no"	1987	"no"	"no"	"no"	-0.05	91
"Partridge et al. 1987"	1151	"Drosophila pseudoobscura"	"Drosophila_pseudoobscura_pseudoobscura_ott820906"	"Insecta"	"Arthropoda"	"wing length"	"uni"	"no"	1987	"no"	"no"	"no"	0.05	102
"Partridge et al. 1987"	1152	"Drosophila pseudoobscura"	"Drosophila_pseudoobscura_pseudoobscura_ott820906"	"Insecta"	"Arthropoda"	"wing length"	"uni"	"no"	1987	"no"	"no"	"no"	-0.05	50
"Partridge et al. 1987"	1153	"Drosophila pseudoobscura"	"Drosophila_pseudoobscura_pseudoobscura_ott820906"	"Insecta"	"Arthropoda"	"wing length"	"uni"	"no"	1987	"no"	"no"	"no"	-0.03	5
"Partridge et al. 1987"	1154	"Drosophila pseudoobscura"	"Drosophila_pseudoobscura_pseudoobscura_ott820906"	"Insecta"	"Arthropoda"	"wing length"	"uni"	"no"	1987	"no"	"no"	"no"	0.02	36
"Partridge et al. 1987"	1155	"Drosophila pseudoobscura"	"Drosophila_pseudoobscura_pseudoobscura_ott820906"	"Insecta"	"Arthropoda"	"wing length"	"uni"	"no"	1987	"no"	"no"	"no"	-0.05	91
"Partridge et al. 1987"	1156	"Drosophila pseudoobscura"	"Drosophila_pseudoobscura_pseudoobscura_ott820906"	"Insecta"	"Arthropoda"	"wing length"	"uni"	"no"	1987	"no"	"no"	"no"	0.05	102
"Partridge et al. 1987"	1157	"Drosophila melanogaster"	"Drosophila_melanogaster_ott505714"	"Insecta"	"Arthropoda"	"wing length"	"uni"	"yes"	1987	"no"	"no"	"no"	0.01	30
